,links,id,neo_reference_id,name,nasa_jpl_url,absolute_magnitude_h,estimated_diameter,is_potentially_hazardous_asteroid,close_approach_data,is_sentry_object
10,http://api.nasa.gov/neo/rest/v1/neo/54203006?api_key=gaOGNhbzldLgMVfirHiPDhvaoJf9bQFpAxbIdd6b,54203006,54203006,(2021 SZ4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54203006,20.47,"{'kilometers': {'estimated_diameter_min': 0.2140695897, 'estimated_diameter_max': 0.4786741544}, 'meters': {'estimated_diameter_min': 214.0695896707, 'estimated_diameter_max': 478.6741544192}, 'miles': {'estimated_diameter_min': 0.133016635, 'estimated_diameter_max': 0.297434238}, 'feet': {'estimated_diameter_min': 702.3280725753, 'estimated_diameter_max': 1570.4533127847}}",True,"[{'close_approach_date': '2023-10-26', 'close_approach_date_full': '2023-Oct-26 05:28', 'epoch_date_close_approach': 1698298080000, 'relative_velocity': {'kilometers_per_second': '29.9707235649', 'kilometers_per_hour': '107894.6048337336', 'miles_per_hour': '67041.511542383'}, 'miss_distance': {'astronomical': '0.0357783593', 'lunar': '13.9177817677', 'kilometers': '5352366.343374691', 'miles': '3325806.2260890958'}, 'orbiting_body': 'Earth'}]",False
11,http://api.nasa.gov/neo/rest/v1/neo/54248798?api_key=gaOGNhbzldLgMVfirHiPDhvaoJf9bQFpAxbIdd6b,54248798,54248798,(2022 EB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54248798,26.71,"{'kilometers': {'estimated_diameter_min': 0.0120935826, 'estimated_diameter_max': 0.0270420729}, 'meters': {'estimated_diameter_min': 12.0935826388, 'estimated_diameter_max': 27.0420728718}, 'miles': {'estimated_diameter_min': 0.0075146015, 'estimated_diameter_max': 0.0168031599}, 'feet': {'estimated_diameter_min': 39.6771096646, 'estimated_diameter_max': 88.7207143609}}",False,"[{'close_approach_date': '2023-10-26', 'close_approach_date_full': '2023-Oct-26 11:02', 'epoch_date_close_approach': 1698318120000, 'relative_velocity': {'kilometers_per_second': '18.8480975536', 'kilometers_per_hour': '67853.15119309', 'miles_per_hour': '42161.3094177286'}, 'miss_distance': {'astronomical': '0.3779935292', 'lunar': '147.0394828588', 'kilometers': '56547026.842102804', 'miles': '35136693.1695705352'}, 'orbiting_body': 'Earth'}]",False
12,http://api.nasa.gov/neo/rest/v1/neo/54320729?api_key=gaOGNhbzldLgMVfirHiPDhvaoJf9bQFpAxbIdd6b,54320729,54320729,(2022 UN11),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54320729,27.18,"{'kilometers': {'estimated_diameter_min': 0.0097399107, 'estimated_diameter_max': 0.0217791025}, 'meters': {'estimated_diameter_min': 9.7399107341, 'estimated_diameter_max': 21.7791024963}, 'miles': {'estimated_diameter_min': 0.0060520981, 'estimated_diameter_max': 0.0135329027}, 'feet': {'estimated_diameter_min': 31.955088733, 'estimated_diameter_max': 71.453750634}}",False,"[{'close_approach_date': '2023-10-26', 'close_approach_date_full': '2023-Oct-26 17:03', 'epoch_date_close_approach': 1698339780000, 'relative_velocity': {'kilometers_per_second': '11.6755360398', 'kilometers_per_hour': '42031.9297432307', 'miles_per_hour': '26117.006567398'}, 'miss_distance': {'astronomical': '0.1581099084', 'lunar': '61.5047543676', 'kilometers': '23652905.522535108', 'miles': '14697233.9719081704'}, 'orbiting_body': 'Earth'}]",False
13,http://api.nasa.gov/neo/rest/v1/neo/54322245?api_key=gaOGNhbzldLgMVfirHiPDhvaoJf9bQFpAxbIdd6b,54322245,54322245,(2022 UP20),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54322245,25.39,"{'kilometers': {'estimated_diameter_min': 0.0222103282, 'estimated_diameter_max': 0.0496638037}, 'meters': {'estimated_diameter_min': 22.2103282246, 'estimated_diameter_max': 49.6638037128}, 'miles': {'estimated_diameter_min': 0.0138008539, 'estimated_diameter_max': 0.0308596474}, 'feet': {'estimated_diameter_min': 72.8685332524, 'estimated_diameter_max': 162.938993773}}",False,"[{'close_approach_date': '2023-10-26', 'close_approach_date_full': '2023-Oct-26 06:57', 'epoch_date_close_approach': 1698303420000, 'relative_velocity': {'kilometers_per_second': '9.4239801521', 'kilometers_per_hour': '33926.3285474923', 'miles_per_hour': '21080.5012021904'}, 'miss_distance': {'astronomical': '0.0659882172', 'lunar': '25.6694164908', 'kilometers': '9871696.738217364', 'miles': '6133987.9163290632'}, 'orbiting_body': 'Earth'}]",False
14,http://api.nasa.gov/neo/rest/v1/neo/54385809?api_key=gaOGNhbzldLgMVfirHiPDhvaoJf9bQFpAxbIdd6b,54385809,54385809,(2023 SO3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54385809,20.87,"{'kilometers': {'estimated_diameter_min': 0.1780553292, 'estimated_diameter_max': 0.3981438198}, 'meters': {'estimated_diameter_min': 178.0553291829, 'estimated_diameter_max': 398.1438198091}, 'miles': {'estimated_diameter_min': 0.1106384179, 'estimated_diameter_max': 0.2473950235}, 'feet': {'estimated_diameter_min': 584.1710461965, 'estimated_diameter_max': 1306.2461697825}}",False,"[{'close_approach_date': '2023-10-26', 'close_approach_date_full': '2023-Oct-26 15:25', 'epoch_date_close_approach': 1698333900000, 'relative_velocity': {'kilometers_per_second': '13.605067314', 'kilometers_per_hour': '48978.2423302639', 'miles_per_hour': '30433.175074602'}, 'miss_distance': {'astronomical': '0.2363680669', 'lunar': '91.9471780241', 'kilometers': '35360159.344257503', 'miles': '21971784.1713514214'}, 'orbiting_body': 'Earth'}]",False
15,http://api.nasa.gov/neo/rest/v1/neo/54392207?api_key=gaOGNhbzldLgMVfirHiPDhvaoJf9bQFpAxbIdd6b,54392207,54392207,(2023 TC4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54392207,21.53,"{'kilometers': {'estimated_diameter_min': 0.1313877806, 'estimated_diameter_max': 0.2937920088}, 'meters': {'estimated_diameter_min': 131.3877806011, 'estimated_diameter_max': 293.7920088369}, 'miles': {'estimated_diameter_min': 0.0816405566, 'estimated_diameter_max': 0.1825538343}, 'feet': {'estimated_diameter_min': 431.0622861073, 'estimated_diameter_max': 963.8845742724}}",False,"[{'close_approach_date': '2023-10-26', 'close_approach_date_full': '2023-Oct-26 05:55', 'epoch_date_close_approach': 1698299700000, 'relative_velocity': {'kilometers_per_second': '7.6345532715', 'kilometers_per_hour': '27484.3917774235', 'miles_per_hour': '17077.7322130329'}, 'miss_distance': {'astronomical': '0.3789707711', 'lunar': '147.4196299579', 'kilometers': '56693220.148817557', 'miles': '35227533.4780420066'}, 'orbiting_body': 'Earth'}]",False
16,http://api.nasa.gov/neo/rest/v1/neo/54392661?api_key=gaOGNhbzldLgMVfirHiPDhvaoJf9bQFpAxbIdd6b,54392661,54392661,(2023 TH7),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54392661,23.33,"{'kilometers': {'estimated_diameter_min': 0.0573528464, 'estimated_diameter_max': 0.1282448632}, 'meters': {'estimated_diameter_min': 57.3528463953, 'estimated_diameter_max': 128.2448632429}, 'miles': {'estimated_diameter_min': 0.0356373955, 'estimated_diameter_max': 0.0796876389}, 'feet': {'estimated_diameter_min': 188.1655125675, 'estimated_diameter_max': 420.750877122}}",False,"[{'close_approach_date': '2023-10-26', 'close_approach_date_full': '2023-Oct-26 19:13', 'epoch_date_close_approach': 1698347580000, 'relative_velocity': {'kilometers_per_second': '19.8976933946', 'kilometers_per_hour': '71631.6962204549', 'miles_per_hour': '44509.1503543154'}, 'miss_distance': {'astronomical': '0.0808878965', 'lunar': '31.4653917385', 'kilometers': '12100657.025180455', 'miles': '7518999.614802079'}, 'orbiting_body': 'Earth'}]",False
17,http://api.nasa.gov/neo/rest/v1/neo/54392931?api_key=gaOGNhbzldLgMVfirHiPDhvaoJf9bQFpAxbIdd6b,54392931,54392931,(2023 TR7),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54392931,25.32,"{'kilometers': {'estimated_diameter_min': 0.0229379698, 'estimated_diameter_max': 0.0512908597}, 'meters': {'estimated_diameter_min': 22.9379697996, 'estimated_diameter_max': 51.2908597378}, 'miles': {'estimated_diameter_min': 0.0142529892, 'estimated_diameter_max': 0.0318706528}, 'feet': {'estimated_diameter_min': 75.2558088375, 'estimated_diameter_max': 168.2771042623}}",False,"[{'close_approach_date': '2023-10-26', 'close_approach_date_full': '2023-Oct-26 04:10', 'epoch_date_close_approach': 1698293400000, 'relative_velocity': {'kilometers_per_second': '11.3612777354', 'kilometers_per_hour': '40900.599847373', 'miles_per_hour': '25414.0421662747'}, 'miss_distance': {'astronomical': '0.0495315259', 'lunar': '19.2677635751', 'kilometers': '7409810.772489833', 'miles': '4604242.9124443754'}, 'orbiting_body': 'Earth'}]",False
18,http://api.nasa.gov/neo/rest/v1/neo/54393696?api_key=gaOGNhbzldLgMVfirHiPDhvaoJf9bQFpAxbIdd6b,54393696,54393696,(2023 TG14),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54393696,25.83,"{'kilometers': {'estimated_diameter_min': 0.0181365625, 'estimated_diameter_max': 0.0405545866}, 'meters': {'estimated_diameter_min': 18.1365624903, 'estimated_diameter_max': 40.5545866065}, 'miles': {'estimated_diameter_min': 0.011269534, 'estimated_diameter_max': 0.025199444}, 'feet': {'estimated_diameter_min': 59.5031596806, 'estimated_diameter_max': 133.0531099219}}",False,"[{'close_approach_date': '2023-10-26', 'close_approach_date_full': '2023-Oct-26 01:03', 'epoch_date_close_approach': 1698282180000, 'relative_velocity': {'kilometers_per_second': '6.7067234491', 'kilometers_per_hour': '24144.2044168594', 'miles_per_hour': '15002.2696833535'}, 'miss_distance': {'astronomical': '0.0106207705', 'lunar': '4.1314797245', 'kilometers': '1588844.644558835', 'miles': '987262.282168523'}, 'orbiting_body': 'Earth'}]",False
19,http://api.nasa.gov/neo/rest/v1/neo/54397126?api_key=gaOGNhbzldLgMVfirHiPDhvaoJf9bQFpAxbIdd6b,54397126,54397126,(2023 UJ2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54397126,24.36,"{'kilometers': {'estimated_diameter_min': 0.0356906927, 'estimated_diameter_max': 0.079806815}, 'meters': {'estimated_diameter_min': 35.690692667, 'estimated_diameter_max': 79.8068149676}, 'miles': {'estimated_diameter_min': 0.0221771614, 'estimated_diameter_max': 0.0495896404}, 'feet': {'estimated_diameter_min': 117.0954521297, 'estimated_diameter_max': 261.8333908182}}",False,"[{'close_approach_date': '2023-10-26', 'close_approach_date_full': '2023-Oct-26 04:03', 'epoch_date_close_approach': 1698292980000, 'relative_velocity': {'kilometers_per_second': '3.2495516653', 'kilometers_per_hour': '11698.385995179', 'miles_per_hour': '7268.9221201711'}, 'miss_distance': {'astronomical': '0.0303261293', 'lunar': '11.7968642977', 'kilometers': '4536724.348624591', 'miles': '2818989.7919417158'}, 'orbiting_body': 'Earth'}]",False
20,http://api.nasa.gov/neo/rest/v1/neo/54397146?api_key=gaOGNhbzldLgMVfirHiPDhvaoJf9bQFpAxbIdd6b,54397146,54397146,(2023 UD3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54397146,19.42,"{'kilometers': {'estimated_diameter_min': 0.3471802221, 'estimated_diameter_max': 0.776318577}, 'meters': {'estimated_diameter_min': 347.1802220654, 'estimated_diameter_max': 776.3185769818}, 'miles': {'estimated_diameter_min': 0.2157277218, 'estimated_diameter_max': 0.4823818505}, 'feet': {'estimated_diameter_min': 1139.0427597612, 'estimated_diameter_max': 2546.977040105}}",False,"[{'close_approach_date': '2023-10-26', 'close_approach_date_full': '2023-Oct-26 21:53', 'epoch_date_close_approach': 1698357180000, 'relative_velocity': {'kilometers_per_second': '17.858632686', 'kilometers_per_hour': '64291.0776695687', 'miles_per_hour': '39947.9754552939'}, 'miss_distance': {'astronomical': '0.3653010366', 'lunar': '142.1021032374', 'kilometers': '54648256.984152042', 'miles': '33956852.2897884996'}, 'orbiting_body': 'Earth'}]",False
21,http://api.nasa.gov/neo/rest/v1/neo/54402653?api_key=gaOGNhbzldLgMVfirHiPDhvaoJf9bQFpAxbIdd6b,54402653,54402653,(2023 VN2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54402653,26.61,"{'kilometers': {'estimated_diameter_min': 0.0126635356, 'estimated_diameter_max': 0.0283165265}, 'meters': {'estimated_diameter_min': 12.6635356293, 'estimated_diameter_max': 28.3165265026}, 'miles': {'estimated_diameter_min': 0.0078687538, 'estimated_diameter_max': 0.0175950684}, 'feet': {'estimated_diameter_min': 41.547034234, 'estimated_diameter_max': 92.9019928107}}",False,"[{'close_approach_date': '2023-10-26', 'close_approach_date_full': '2023-Oct-26 21:18', 'epoch_date_close_approach': 1698355080000, 'relative_velocity': {'kilometers_per_second': '7.1729461141', 'kilometers_per_hour': '25822.6060109274', 'miles_per_hour': '16045.1631627343'}, 'miss_distance': {'astronomical': '0.0285884571', 'lunar': '11.1209098119', 'kilometers': '4276772.288746377', 'miles': '2657463.0720269226'}, 'orbiting_body': 'Earth'}]",False
22,http://api.nasa.gov/neo/rest/v1/neo/54402970?api_key=gaOGNhbzldLgMVfirHiPDhvaoJf9bQFpAxbIdd6b,54402970,54402970,(2023 VQ2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54402970,26.42,"{'kilometers': {'estimated_diameter_min': 0.0138214936, 'estimated_diameter_max': 0.0309057992}, 'meters': {'estimated_diameter_min': 13.8214935879, 'estimated_diameter_max': 30.905799213}, 'miles': {'estimated_diameter_min': 0.0085882753, 'estimated_diameter_max': 0.0192039674}, 'feet': {'estimated_diameter_min': 45.3461090228, 'estimated_diameter_max': 101.3969822901}}",False,"[{'close_approach_date': '2023-10-26', 'close_approach_date_full': '2023-Oct-26 23:41', 'epoch_date_close_approach': 1698363660000, 'relative_velocity': {'kilometers_per_second': '9.1339412613', 'kilometers_per_hour': '32882.1885405413', 'miles_per_hour': '20431.7132073158'}, 'miss_distance': {'astronomical': '0.0090582294', 'lunar': '3.5236512366', 'kilometers': '1355091.824211378', 'miles': '842015.0148098964'}, 'orbiting_body': 'Earth'}]",False
23,http://api.nasa.gov/neo/rest/v1/neo/54403820?api_key=gaOGNhbzldLgMVfirHiPDhvaoJf9bQFpAxbIdd6b,54403820,54403820,(2023 VD5),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54403820,24.61,"{'kilometers': {'estimated_diameter_min': 0.0318093633, 'estimated_diameter_max': 0.0711278987}, 'meters': {'estimated_diameter_min': 31.8093633221, 'estimated_diameter_max': 71.1278987093}, 'miles': {'estimated_diameter_min': 0.0197654159, 'estimated_diameter_max': 0.0441968135}, 'feet': {'estimated_diameter_min': 104.3614315618, 'estimated_diameter_max': 233.3592552014}}",False,"[{'close_approach_date': '2023-10-26', 'close_approach_date_full': '2023-Oct-26 10:18', 'epoch_date_close_approach': 1698315480000, 'relative_velocity': {'kilometers_per_second': '14.5323012685', 'kilometers_per_hour': '52316.2845664589', 'miles_per_hour': '32507.30470742'}, 'miss_distance': {'astronomical': '0.0442186862', 'lunar': '17.2010689318', 'kilometers': '6615021.269718394', 'miles': '4110383.6159820772'}, 'orbiting_body': 'Earth'}]",False
24,http://api.nasa.gov/neo/rest/v1/neo/54406497?api_key=gaOGNhbzldLgMVfirHiPDhvaoJf9bQFpAxbIdd6b,54406497,54406497,(2023 WR),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54406497,25.27,"{'kilometers': {'estimated_diameter_min': 0.0234722638, 'estimated_diameter_max': 0.0524855773}, 'meters': {'estimated_diameter_min': 23.4722637531, 'estimated_diameter_max': 52.4855773378}, 'miles': {'estimated_diameter_min': 0.014584984, 'estimated_diameter_max': 0.0326130157}, 'feet': {'estimated_diameter_min': 77.0087418118, 'estimated_diameter_max': 172.1967815529}}",False,"[{'close_approach_date': '2023-10-26', 'close_approach_date_full': '2023-Oct-26 21:01', 'epoch_date_close_approach': 1698354060000, 'relative_velocity': {'kilometers_per_second': '5.8999099247', 'kilometers_per_hour': '21239.6757290426', 'miles_per_hour': '13197.5085106376'}, 'miss_distance': {'astronomical': '0.0730980158', 'lunar': '28.4351281462', 'kilometers': '10935307.464906346', 'miles': '6794884.9756897348'}, 'orbiting_body': 'Earth'}]",False
